age,highschool_gpa,college_gpa,internships,projects,certifications,hackathons,communication_skills,technical_skills,aptitude_score,coding_score,attendance_percentage,backlogs,volunteering,english_proficiency,quantitative_score,logical_reasoning,extracurricular,leadership_experience,placed
20,3.23,3.99,2,5,4,2,1,2,66,29,76.21,0,0,10,35,93,0,1,0
24,3.72,2.14,1,4,3,2,4,3,77,87,55.43,0,0,8,21,82,4,1,1
24,2.69,2.09,2,8,0,2,10,2,91,29,92.25,3,0,6,61,22,3,1,0
20,3.31,2.71,3,5,0,1,3,7,68,4,73.9,4,1,10,10,46,1,1,0
24,2.7,3.94,0,3,3,0,7,2,93,3,52.16,0,1,6,97,61,2,0,0
22,3.23,2.64,1,2,5,0,5,5,97,50,77.65,1,0,2,84,75,1,0,1
23,3.77,2.82,3,8,1,1,9,10,97,8,96.53,1,0,3,76,38,3,0,0
20,2.46,3.27,3,2,4,1,3,9,56,54,54.37,1,1,6,44,5,0,1,1
23,2.81,2.05,2,8,3,1,6,8,99,32,56.16,0,1,6,81,35,4,1,0
24,3.99,3.8,2,5,2,0,10,8,89,92,69.36,2,0,6,55,61,2,1,1
24,3.74,3.04,0,8,2,1,2,3,73,30,86.78,0,0,4,44,59,3,0,0
20,3.13,2.93,1,5,5,3,3,1,59,82,80.23,0,0,2,43,78,3,1,1
22,3.03,3.72,3,1,3,3,4,2,87,53,72.9,2,1,8,93,35,1,0,1
21,2.57,3.91,2,2,4,3,6,7,65,60,99.64,2,1,2,87,76,2,1,1
20,3.03,2.85,2,6,5,1,1,4,34,65,59.29,1,1,3,0,71,4,1,0
21,3.7,2.34,1,3,5,3,6,10,48,19,91.09,1,0,1,100,88,3,0,0
21,3.37,3.63,1,8,5,1,4,5,41,75,56.19,1,1,9,27,87,4,1,1
22,2.58,2.81,2,5,0,3,8,1,89,84,58.98,0,0,3,3,30,0,0,1
21,2.4,3.87,2,3,0,1,9,2,40,60,64.77,4,0,2,3,39,1,1,0
21,2.53,3.9,0,7,1,4,8,9,82,94,93.65,3,0,6,77,59,4,1,1
22,2.34,2.23,1,8,4,2,8,6,49,35,72.21,4,0,8,74,12,3,0,0
21,2.19,3.91,3,4,2,4,2,7,56,83,69.79,2,1,4,86,92,3,1,1
21,2.84,2.74,2,9,2,2,10,5,87,19,74.54,0,1,1,75,95,3,0,0
21,2.23,3.29,2,6,1,2,2,9,34,44,81.55,0,0,7,57,36,3,0,0
20,2.34,2.07,2,1,2,3,6,10,38,99,71.17,3,1,3,41,60,2,0,0
20,3.09,3.78,2,5,5,2,5,5,61,45,98.13,4,1,5,67,17,1,1,0
20,2.33,3.28,0,5,1,2,6,6,83,17,56.77,2,0,2,64,89,2,1,0
22,2.13,3.29,1,7,1,4,9,10,74,69,73.78,3,1,8,39,17,2,1,1
24,2.63,3.8,2,7,3,2,10,9,56,96,70.77,0,1,3,73,33,1,0,1
21,2.44,3.02,1,6,0,1,7,5,57,73,84.64,3,1,9,6,53,3,0,0
21,3.03,2.82,3,8,4,1,5,4,47,17,98.15,1,0,1,1,30,0,0,0
22,2.2,3.73,3,2,4,3,10,5,60,63,64.42,4,0,6,86,78,2,1,0
21,3.5,3.48,3,7,0,4,7,5,70,33,97.77,2,1,3,33,36,4,0,0
20,3.81,3.9,3,7,5,0,8,5,63,78,91.38,1,0,4,50,83,2,1,1
24,3.49,3.88,1,4,4,4,1,1,36,2,90.52,4,1,4,11,91,1,0,0
23,3.07,2.76,3,2,2,0,10,5,34,71,53.65,1,0,8,55,67,2,1,1
21,3.72,2.89,3,4,2,2,7,5,50,10,97.03,3,1,9,75,71,4,1,0
20,3.39,2.51,2,4,4,0,4,1,35,45,91.95,2,0,5,15,57,2,1,0
23,2.02,3.32,2,6,3,2,5,4,74,95,84.23,3,1,10,7,81,0,1,1
24,2.79,2.73,2,7,4,4,2,8,64,41,56.39,3,0,10,41,95,2,0,0
23,3.7,3.57,0,3,1,4,10,4,32,16,71.0,4,0,3,5,52,4,1,0
20,2.69,2.24,2,1,5,3,5,7,62,46,92.01,2,0,9,78,86,3,0,0
23,2.07,2.23,3,3,1,3,9,6,67,29,71.88,2,1,1,48,61,0,1,0
22,3.49,2.41,1,9,0,2,1,5,45,42,71.82,3,1,1,10,78,3,0,0
23,3.6,2.17,3,1,5,2,3,9,100,7,63.51,2,0,3,61,6,2,0,0
21,2.32,3.24,1,8,5,1,4,8,37,39,52.56,0,1,2,29,30,4,1,0
21,3.07,2.29,3,2,2,1,9,5,32,70,75.65,2,1,8,9,95,1,0,0
22,2.38,2.32,0,6,5,1,2,10,98,19,88.72,3,0,5,86,39,0,1,0
20,3.44,2.03,2,3,3,4,7,7,48,75,57.3,0,1,10,17,77,4,1,1
21,2.54,3.56,3,7,4,0,9,9,36,84,94.69,0,0,1,61,82,1,0,1
24,2.63,3.62,2,2,1,2,10,7,79,27,77.76,4,1,3,8,49,0,0,0
21,3.69,2.32,0,4,2,3,4,3,35,27,90.61,3,1,3,72,79,0,0,0
21,2.95,3.48,0,9,2,2,5,10,34,58,83.35,2,0,2,5,8,2,0,0
20,3.34,2.87,2,6,3,0,10,5,90,61,56.75,0,1,9,79,64,1,1,1
23,2.8,2.48,2,4,3,2,4,9,87,79,95.33,3,0,1,75,24,0,0,1
21,2.6,3.24,1,2,3,3,7,9,51,73,85.91,4,1,10,1,7,0,1,0
22,3.25,2.36,2,9,3,3,8,8,86,53,51.78,1,1,5,80,38,2,1,1
23,2.31,3.51,2,4,1,0,8,6,61,85,79.0,1,1,9,25,31,2,0,1
24,2.75,2.1,1,9,3,3,3,7,46,6,74.01,2,1,3,8,7,3,0,0
20,2.42,3.92,3,2,2,4,2,7,87,67,92.96,1,0,10,4,12,3,0,1
24,3.39,2.14,1,7,2,3,6,1,70,23,56.14,0,0,3,91,66,3,1,0
23,3.89,3.16,3,5,5,0,1,8,51,97,79.54,0,1,7,93,65,3,1,1
23,3.99,3.8,3,8,4,0,9,6,71,40,65.51,3,1,1,16,27,1,1,1
23,2.9,2.02,3,8,2,2,7,7,37,53,62.28,2,0,9,61,3,1,1,0
24,2.51,3.0,1,4,2,3,8,10,75,13,51.13,3,1,7,46,22,4,1,0
23,2.89,2.7,1,4,1,3,7,10,77,43,66.61,3,0,8,38,33,4,1,0
24,3.69,3.16,0,8,5,0,5,2,32,48,69.8,2,0,2,58,54,3,0,0
23,2.41,2.45,3,3,2,2,5,7,59,62,72.39,3,1,3,82,70,3,0,0
22,3.9,2.13,1,7,0,2,7,8,57,80,86.74,1,0,9,5,93,1,1,1
23,2.68,3.25,0,8,2,4,7,5,54,44,70.18,4,1,4,67,57,3,1,0
24,3.97,2.83,3,8,4,4,2,1,66,71,59.76,3,0,5,37,72,3,1,0
21,3.68,3.24,1,4,4,0,2,6,80,76,69.91,0,1,9,55,18,1,0,1
23,3.62,2.42,1,9,5,2,7,3,68,6,53.48,0,1,10,13,8,0,0,0
21,2.64,2.68,1,4,5,2,5,5,96,2,98.6,1,0,8,79,22,1,0,0
22,2.02,3.12,2,8,3,4,2,9,30,87,53.31,3,0,5,53,74,3,1,1
20,2.76,3.19,0,6,1,4,1,7,67,46,60.09,3,0,2,100,12,1,0,0
22,2.6,2.74,1,5,4,0,9,8,81,87,71.4,2,0,3,31,92,4,1,1
23,2.07,2.56,2,4,0,2,8,6,92,60,96.67,3,1,3,30,30,0,0,0
21,3.01,2.55,0,5,0,0,2,9,81,70,58.94,3,1,7,68,71,0,1,0
21,2.81,2.35,0,1,3,4,2,3,89,29,69.99,0,0,6,16,18,0,0,0
24,3.27,2.65,2,7,1,3,3,1,42,4,99.47,2,0,7,3,4,1,0,0
21,3.24,2.4,0,8,1,4,4,10,46,84,80.1,3,1,8,87,90,4,1,0
24,2.24,3.27,2,9,5,2,9,4,59,71,80.73,1,1,5,5,38,2,1,1
20,3.95,3.14,3,3,2,0,6,8,67,6,98.71,3,0,6,63,13,4,1,0
23,2.37,2.77,1,9,0,2,3,6,40,38,75.3,2,1,1,29,21,4,1,0
24,2.89,2.65,2,5,0,4,8,7,56,1,50.13,1,0,4,74,21,3,0,0
20,2.98,2.48,0,6,0,4,6,9,67,42,51.55,1,1,6,90,4,4,0,0
21,3.63,3.07,0,1,0,1,8,2,57,11,84.07,1,1,4,8,61,1,1,0
21,2.2,3.84,3,9,4,4,10,7,55,27,60.58,0,1,1,23,51,0,0,1
20,2.86,3.37,3,9,1,2,2,4,62,18,73.92,0,1,3,19,79,4,0,0
21,3.26,3.49,3,6,2,0,8,7,61,27,77.57,1,1,3,12,38,4,0,0
20,2.43,3.67,3,8,4,0,5,8,83,98,83.37,0,1,3,54,25,2,1,1
24,3.25,2.7,3,4,1,1,10,2,54,75,54.19,1,1,4,91,79,2,1,1
24,3.85,2.13,1,5,3,2,4,7,53,91,88.0,1,0,9,94,55,3,0,1
20,4.0,3.25,2,5,0,4,3,8,69,89,96.01,4,1,9,95,11,2,0,1
24,2.06,2.38,3,7,2,3,9,1,56,69,62.79,0,1,8,98,79,3,1,1
24,2.47,3.14,3,7,1,0,10,10,75,18,69.02,4,0,3,100,48,1,0,0
24,2.62,3.48,1,7,3,2,7,5,98,63,87.19,1,0,2,18,11,0,0,1
22,2.8,3.57,2,5,0,1,7,9,98,90,62.42,1,0,3,46,95,2,1,1
23,2.48,2.6,3,4,3,3,6,2,68,8,77.11,4,1,5,70,4,1,0,0
21,2.41,3.02,2,8,3,2,9,6,58,40,83.0,2,0,7,66,99,0,1,0
22,3.91,3.24,2,1,4,4,3,2,60,49,93.96,1,1,2,39,91,1,0,0
24,3.84,3.64,1,1,3,0,1,3,94,9,67.27,0,0,6,93,50,1,0,0
20,2.09,3.52,1,6,4,4,7,6,44,73,74.63,3,0,2,57,3,1,0,1
24,2.68,3.98,3,2,5,1,9,5,38,96,59.23,3,1,1,30,92,1,0,1
23,2.81,2.02,0,3,4,0,6,4,42,81,65.38,3,0,3,44,82,2,0,0
24,2.48,2.87,1,4,3,3,10,7,74,53,54.75,4,1,4,53,24,4,1,0
20,3.26,2.51,2,2,1,0,2,3,35,9,59.88,1,1,2,72,98,1,1,0
23,3.28,2.24,2,7,3,4,8,10,73,6,67.31,2,1,3,97,23,0,0,0
24,3.7,3.82,3,1,3,2,9,7,31,31,71.21,0,1,6,85,55,2,0,0
23,3.48,4.0,3,3,1,2,10,9,58,53,85.34,3,1,9,26,18,2,1,1
21,3.09,2.36,3,2,0,2,8,2,77,69,72.92,3,0,2,51,22,1,0,0
21,3.31,2.08,2,9,2,1,9,5,41,82,52.45,0,0,7,54,94,1,1,1
24,2.55,2.55,1,8,5,1,1,1,96,62,87.79,3,0,1,26,82,0,0,0
23,3.19,3.67,0,3,0,2,3,7,79,33,76.64,4,0,4,96,95,4,1,0
20,2.98,2.59,1,5,3,3,3,2,40,42,96.97,1,0,2,44,76,2,0,0
24,2.27,2.11,0,3,0,4,9,5,34,4,81.76,1,1,4,42,45,1,1,0
21,2.49,2.1,1,6,2,3,3,1,74,18,76.7,2,1,2,41,17,3,1,0
21,2.58,2.85,3,5,0,2,10,1,76,53,64.72,4,1,3,5,60,3,1,0
24,3.85,3.86,2,2,2,4,1,4,35,13,61.82,2,1,8,47,70,1,1,0
23,2.46,2.57,0,8,0,1,3,7,98,9,61.5,3,1,4,57,44,3,0,0
21,2.58,2.85,1,6,4,0,2,7,92,48,70.36,1,0,6,26,87,0,1,1
23,2.74,2.2,2,3,3,0,9,8,96,10,58.57,2,1,9,31,45,4,1,0
21,3.33,2.99,0,1,2,4,1,9,76,30,92.21,2,1,8,37,16,3,0,0
21,2.24,3.39,0,5,5,3,2,4,63,65,90.26,4,1,2,85,14,0,0,0
22,3.91,2.54,2,2,3,4,1,2,41,9,86.44,3,1,2,52,72,3,0,0
21,3.73,2.59,3,2,4,3,9,10,56,20,52.44,0,0,3,76,33,0,0,0
20,3.15,3.68,2,9,0,3,7,10,98,0,53.6,4,0,2,95,98,0,1,0
24,3.35,2.02,3,7,3,0,1,3,97,45,81.82,4,0,3,26,7,1,0,0
24,2.03,3.27,1,6,0,1,10,9,57,94,87.45,3,1,2,39,49,2,0,1
23,2.68,2.79,1,1,0,2,6,8,100,74,51.34,0,0,6,93,10,0,1,1
21,3.59,2.6,2,2,3,1,5,6,74,73,64.53,4,1,9,34,87,3,0,0
20,2.15,3.32,3,7,2,2,10,3,31,19,56.81,2,1,8,76,41,1,1,0
23,2.56,3.67,1,3,2,0,5,10,38,20,61.56,2,0,6,61,93,2,1,0
22,3.17,3.12,3,2,3,2,4,8,60,36,75.92,2,1,4,0,84,4,0,0
23,2.51,2.06,3,6,2,3,3,2,65,100,55.46,2,1,10,26,42,0,1,1
23,3.87,2.92,3,8,1,4,8,4,44,13,61.49,0,0,5,21,34,0,1,0
21,2.26,2.93,2,8,0,2,7,4,91,57,78.25,3,0,4,47,58,2,0,0
22,3.59,3.09,3,2,3,1,5,9,60,56,75.41,3,0,5,23,11,1,0,0
23,3.02,3.34,2,6,5,0,9,8,56,56,92.88,0,0,2,22,72,4,1,1
20,3.5,2.04,1,5,4,0,7,7,31,68,57.53,3,0,8,52,11,2,0,0
20,2.62,3.0,1,7,3,4,10,4,72,69,68.49,2,0,1,34,27,4,0,1
24,3.03,3.18,0,4,3,3,2,7,30,23,96.22,0,0,9,72,92,2,0,0
22,3.71,2.69,0,2,0,3,7,1,38,79,89.79,2,0,1,26,45,1,1,0
22,2.93,3.34,1,3,4,0,7,8,89,59,79.87,3,1,5,6,39,3,0,1
24,2.72,2.46,3,9,0,3,4,8,31,22,88.45,4,1,9,23,98,2,1,0
23,3.07,2.63,3,8,5,4,8,9,87,46,72.42,0,0,1,79,28,3,0,1
22,3.43,3.93,1,9,2,0,4,9,94,37,95.53,1,0,1,22,69,2,1,1
20,2.89,2.7,1,5,3,3,7,1,41,79,79.98,1,1,3,6,15,0,1,0
20,3.88,2.69,0,5,0,2,4,10,84,51,84.78,2,0,8,55,45,1,0,0
21,2.59,3.19,3,7,5,2,8,7,39,12,82.6,3,0,3,21,91,0,0,0
22,2.95,3.94,1,7,5,3,3,1,94,7,83.64,2,1,2,92,64,4,0,0
23,3.51,3.97,0,1,1,2,2,6,94,31,82.05,1,0,6,19,28,3,1,0
24,3.38,3.16,0,5,3,4,10,5,90,85,53.69,0,1,10,100,51,4,0,1
24,3.73,2.0,3,8,5,1,6,2,98,16,80.19,2,1,5,5,39,3,0,0
23,3.99,3.8,0,7,2,4,7,3,64,4,89.17,3,1,9,30,5,3,1,0
21,2.85,3.14,0,2,0,4,7,8,40,71,50.02,1,1,3,90,26,1,0,0
24,2.22,2.73,2,8,0,3,6,2,97,49,94.58,0,0,4,100,36,4,1,1
22,2.06,3.66,1,2,1,4,8,4,67,93,97.61,2,1,10,72,21,0,1,1
21,3.45,2.8,3,1,2,3,6,3,68,82,56.41,0,0,8,61,6,0,1,1
22,3.75,2.07,1,3,5,0,6,7,50,11,76.75,4,0,2,88,0,3,0,0
20,2.44,3.64,2,3,1,3,3,8,65,88,55.53,1,1,5,41,76,3,0,1
21,2.32,3.09,3,6,5,3,2,4,49,43,64.15,2,0,9,96,47,3,1,0
24,2.12,2.68,1,3,5,0,7,6,72,76,81.07,0,1,9,12,50,4,0,1
21,3.65,2.5,0,7,3,1,6,3,50,67,65.14,2,1,10,100,13,4,1,0
21,2.62,3.19,3,8,4,0,1,7,64,58,68.28,3,1,9,26,78,2,1,0
21,2.8,2.42,2,3,5,3,2,8,93,9,87.31,3,0,1,82,11,0,0,0
21,3.01,2.65,0,9,0,2,2,7,61,47,78.75,2,1,1,79,48,3,1,0
22,3.68,3.27,2,1,5,3,1,4,65,27,75.9,1,1,1,46,40,4,0,0
20,3.3,3.76,0,3,1,0,3,10,98,4,66.21,2,0,8,56,67,2,1,0
23,3.23,3.07,1,3,5,3,5,9,81,91,85.21,2,1,4,77,84,3,0,1
21,2.35,3.52,1,7,0,0,4,10,33,43,71.2,2,1,9,3,1,0,0,0
24,3.03,3.53,1,5,0,4,2,8,36,30,94.94,2,0,6,21,84,4,1,0
21,3.43,3.33,2,4,1,1,8,6,100,15,80.08,1,0,3,53,61,3,0,0
24,3.95,2.49,3,2,0,1,9,2,53,22,76.92,4,1,8,100,56,1,1,0
22,2.4,3.73,1,7,2,0,8,10,50,92,90.16,4,0,1,0,13,1,0,1
24,2.02,2.87,2,3,2,1,7,7,86,20,74.27,0,1,2,50,43,0,1,0
23,2.15,2.09,0,7,4,2,10,9,48,1,63.96,1,0,8,84,65,2,1,0
20,2.75,2.49,1,7,2,2,2,9,57,22,57.75,1,1,1,62,74,2,1,0
24,3.64,3.53,0,2,1,1,6,9,61,79,78.09,1,0,5,29,36,1,0,1
24,2.01,2.14,1,7,5,0,4,9,63,10,71.24,3,1,3,90,77,0,1,0
20,2.91,2.29,0,6,2,2,5,6,45,72,69.87,1,0,2,33,46,1,0,0
23,2.66,3.39,2,4,4,1,9,1,67,1,67.47,3,0,4,28,60,3,1,0
21,2.1,3.79,1,5,3,3,9,6,33,81,83.58,4,1,2,67,83,4,1,0
24,2.9,3.27,2,8,3,2,4,5,85,12,75.95,4,1,5,70,98,2,1,0
20,2.51,2.44,2,5,1,4,8,7,69,44,76.86,3,1,8,96,26,4,0,0
22,2.7,2.11,0,3,4,2,5,8,79,71,65.41,2,1,4,56,48,0,1,0
20,3.41,3.23,1,2,2,1,9,1,69,9,80.68,4,0,7,75,59,0,0,0
22,3.04,2.09,3,6,4,1,2,10,78,90,70.18,2,1,5,32,69,1,1,1
23,2.25,3.23,3,6,0,1,4,4,77,80,88.47,0,0,9,87,70,0,0,1
21,3.92,2.45,2,7,4,0,3,4,35,87,76.48,3,0,2,64,44,4,0,0
20,3.27,3.81,0,8,2,0,7,1,34,20,64.47,0,0,2,33,0,2,1,0
24,3.53,2.95,0,4,1,3,2,4,74,0,57.39,3,1,1,80,12,1,1,0
23,2.16,2.45,0,8,0,3,3,7,45,15,85.0,0,1,4,49,37,0,0,0
20,2.09,3.71,1,1,4,2,9,6,46,42,68.56,0,1,8,56,16,3,1,1
24,2.04,2.51,1,6,3,1,8,4,88,96,53.28,1,1,5,85,99,0,1,1
20,2.38,2.61,0,6,2,3,2,2,85,5,95.75,4,0,5,48,37,2,0,0
22,2.83,3.67,3,3,1,1,6,7,64,75,69.33,3,1,4,47,0,1,1,1
20,3.87,2.62,3,9,5,2,3,8,37,95,87.3,4,0,7,90,0,2,0,1
20,2.91,2.82,1,5,2,0,6,9,90,10,72.95,1,0,10,78,82,4,1,0
20,2.58,2.7,0,1,4,3,5,9,56,81,94.55,4,0,8,78,29,4,1,0
23,3.12,2.23,3,7,1,4,10,4,49,65,51.45,3,0,9,55,76,0,1,0
20,2.22,2.08,3,3,3,4,4,3,86,95,62.97,1,0,6,86,6,3,1,1
24,3.22,3.45,1,4,0,4,7,5,99,48,77.29,2,0,9,11,19,3,0,0
22,3.14,3.29,1,6,4,4,10,6,52,19,66.16,1,1,1,90,43,1,1,0
22,3.58,2.56,3,8,1,4,7,8,31,20,87.13,3,0,3,55,72,0,0,0
20,3.97,2.59,0,4,0,4,4,3,56,35,84.42,0,0,1,8,12,2,1,0
23,2.5,3.89,3,9,1,4,3,6,61,37,51.28,4,1,5,28,38,0,0,0
23,3.02,3.98,3,8,5,3,4,5,79,55,80.03,0,0,8,36,19,3,1,1
24,3.82,2.95,0,6,4,4,2,7,93,90,91.79,2,0,6,20,88,2,0,1
20,3.57,3.6,1,7,1,4,4,9,69,10,65.78,0,1,10,0,4,2,0,0
22,2.97,3.47,0,8,3,2,4,7,62,17,56.97,4,0,5,75,51,3,1,0
23,3.89,2.59,0,2,1,3,5,6,58,80,86.91,0,1,1,64,24,1,1,1
20,2.11,2.12,0,5,4,2,1,9,62,97,95.02,1,1,1,26,11,0,1,1
23,3.86,2.29,0,7,1,1,2,10,46,44,82.85,3,0,5,23,89,3,1,0
23,2.1,3.68,1,8,0,4,8,4,94,25,92.3,0,1,5,87,55,0,1,1
22,3.09,3.46,3,5,0,0,8,1,72,58,99.93,3,1,8,48,85,0,1,0
21,3.78,3.33,2,3,5,4,8,8,92,5,74.97,3,0,2,33,0,1,0,0
24,2.53,2.26,1,6,2,4,5,6,87,42,96.76,3,1,7,56,71,2,1,0
24,2.94,3.28,0,5,5,2,8,6,72,93,67.22,1,1,5,98,99,3,1,1
22,2.65,3.54,3,8,2,1,9,5,66,51,87.28,3,0,2,49,48,2,0,0
23,3.9,3.72,3,9,3,2,4,10,75,61,95.07,0,1,5,45,66,4,1,1
20,3.65,2.03,0,9,0,3,4,3,54,95,76.04,3,0,9,9,21,3,1,0
23,3.42,3.37,1,6,2,1,7,6,96,16,81.32,1,0,5,87,84,0,0,0
22,3.18,2.04,0,4,1,1,5,1,80,76,98.52,3,0,5,90,84,3,0,0
24,3.64,3.41,3,4,3,1,10,7,67,45,62.56,0,0,2,6,30,2,0,1
23,2.78,3.27,3,9,4,2,1,6,67,40,67.8,1,1,9,13,0,4,1,1
24,2.9,2.3,1,4,2,4,8,5,30,12,88.61,2,0,2,98,26,1,1,0
20,3.46,3.53,2,8,5,4,4,3,83,5,67.05,2,0,5,14,1,3,0,0
24,2.72,2.14,0,9,2,4,8,8,94,85,75.04,0,1,2,50,92,1,0,1
24,2.13,3.65,2,5,5,4,2,4,51,96,52.52,4,0,2,54,0,4,0,1
21,2.15,2.52,3,6,5,4,4,9,90,32,78.27,3,0,6,31,41,2,1,0
21,2.23,3.38,2,3,0,3,2,9,87,3,81.34,4,0,10,58,7,4,1,0
21,3.74,3.85,0,5,3,0,5,5,83,77,54.13,1,0,3,100,34,3,0,1
24,2.94,2.68,0,5,5,1,10,7,48,49,62.2,3,0,10,72,34,0,0,0
22,3.43,3.01,3,2,0,0,10,6,99,47,71.66,4,0,9,38,6,2,0,0
24,2.79,2.93,1,6,0,3,8,6,63,98,89.06,0,0,6,46,22,3,1,1
22,2.52,2.32,1,9,5,4,7,4,73,26,51.08,1,0,10,32,22,2,1,0
22,2.69,3.18,3,7,3,3,5,10,96,5,66.57,3,1,10,32,45,2,0,0
21,3.59,3.49,0,8,1,3,7,8,81,57,50.24,2,1,2,37,18,3,1,1
23,3.25,3.83,1,2,2,0,5,10,51,62,76.06,3,0,1,95,78,0,1,0
20,3.88,3.7,2,9,0,1,7,3,58,0,74.94,1,1,2,20,71,0,0,0
21,3.36,3.02,3,3,2,2,4,5,43,27,87.77,2,0,10,68,96,3,1,0
21,3.14,3.44,2,5,3,2,4,1,91,28,50.2,0,1,6,42,98,2,0,0
23,3.22,3.6,0,7,1,1,10,1,44,95,87.94,3,1,2,10,12,2,1,1
20,3.88,2.99,1,4,4,4,4,9,43,27,94.56,4,1,7,92,49,3,1,0
24,3.58,2.23,0,7,1,3,8,4,96,90,65.87,4,0,7,59,30,3,1,0
24,2.05,2.88,2,8,3,4,1,9,51,73,66.68,0,0,1,45,70,4,0,1
21,3.07,3.68,0,4,1,3,10,7,36,81,50.05,1,1,6,71,83,0,1,1
20,3.38,3.19,0,5,4,2,5,10,36,67,71.46,0,0,5,90,37,2,1,1
21,3.5,3.45,3,3,0,1,10,8,46,40,80.65,1,0,8,55,56,2,1,0
22,2.43,2.37,3,5,1,0,2,9,61,54,56.13,2,1,8,40,7,2,1,0
21,3.73,3.93,0,8,5,0,10,1,85,31,82.86,1,1,9,42,99,2,0,0
21,3.91,2.81,3,3,5,1,4,7,91,68,68.29,2,0,2,51,13,3,1,1
24,2.47,3.31,0,5,3,2,5,8,87,21,83.65,3,1,1,47,93,0,0,0
24,3.77,2.04,2,1,1,3,8,2,87,56,62.55,3,0,10,11,50,4,1,0
24,2.19,2.25,3,2,4,0,2,10,32,21,88.73,0,0,6,6,8,3,0,0
22,2.11,3.56,0,3,3,2,2,9,30,65,77.44,0,0,2,98,12,2,1,1
24,2.26,3.94,3,1,1,1,2,1,96,40,76.66,3,0,5,43,75,0,1,0
20,2.12,2.64,0,9,3,4,8,3,49,42,74.41,4,0,1,5,65,0,1,0
23,3.69,2.07,3,9,5,2,3,9,91,33,92.1,2,1,1,18,37,1,0,0
20,2.12,2.72,1,5,4,2,5,1,85,1,77.71,3,1,5,99,20,3,0,0
20,2.54,2.03,0,4,0,4,2,4,82,58,57.98,4,1,6,15,28,0,0,0
24,2.21,2.38,1,5,4,2,6,10,94,35,81.29,1,1,7,10,83,3,1,0
23,2.59,3.5,0,4,0,0,10,6,85,7,75.7,3,1,4,99,49,0,0,0
23,2.18,3.87,1,5,2,0,6,6,74,32,53.45,4,1,4,58,63,0,1,0
23,3.34,2.17,0,7,5,0,2,4,47,32,79.05,3,1,5,91,8,4,0,0
22,2.27,3.12,3,8,5,2,4,10,77,67,53.97,1,0,6,86,14,1,1,1
24,3.7,2.51,1,2,5,2,2,10,67,17,86.24,1,0,8,34,52,3,0,0
23,3.63,2.28,3,4,4,2,10,10,51,63,82.74,2,1,9,59,96,2,1,0
22,2.03,2.44,0,8,0,1,4,10,100,60,74.66,1,0,7,34,52,4,0,1
21,3.79,3.16,3,7,2,4,7,1,30,82,87.44,1,1,10,16,70,2,1,1
21,2.06,2.13,0,9,2,2,5,5,71,9,64.04,2,0,3,38,2,4,1,0
22,2.48,2.87,3,5,2,4,10,5,98,49,72.32,3,0,6,3,86,0,1,0
22,2.06,2.27,1,6,3,3,4,3,58,93,50.76,3,0,9,47,21,1,1,0
24,2.67,2.55,0,8,4,0,10,3,35,21,99.41,2,0,6,70,38,3,0,0
24,3.03,2.38,3,5,4,1,10,4,85,38,52.81,3,1,10,47,76,0,1,0
21,3.59,3.77,0,9,5,4,3,3,41,64,55.22,3,1,8,81,8,2,1,0
23,2.68,3.42,0,4,4,0,6,3,68,29,74.74,4,1,8,61,33,1,0,0
21,3.41,3.74,0,8,4,1,2,3,100,4,68.8,2,1,4,22,11,2,1,0
23,2.38,2.77,2,3,3,0,4,7,41,25,76.62,2,0,7,59,33,3,0,0
23,3.5,2.63,0,5,4,2,8,9,62,62,91.75,0,1,7,27,44,2,1,1
24,2.47,2.76,3,8,0,2,2,1,82,45,57.93,4,0,7,41,96,1,0,0
20,2.29,2.04,2,7,2,0,9,8,48,30,81.98,3,0,8,99,49,3,1,0
20,2.37,3.45,3,1,3,1,2,10,87,40,50.9,0,1,2,37,98,0,0,1
22,2.36,2.7,2,4,3,0,8,1,72,11,89.5,4,0,2,82,27,0,0,0
24,3.03,2.63,0,2,5,3,8,9,74,16,90.78,3,1,6,57,38,1,0,0
23,3.69,3.2,1,2,4,1,7,8,48,17,68.97,4,1,6,62,2,1,1,0
20,2.16,2.87,1,7,2,1,10,6,66,65,58.67,1,1,5,58,46,1,1,1
23,3.41,3.96,0,3,0,0,6,6,40,87,90.55,3,1,2,20,11,2,1,1
20,3.31,2.71,2,3,2,4,1,10,85,91,95.46,4,1,8,98,42,0,0,1
20,3.75,3.23,3,6,1,0,2,7,54,38,53.77,4,0,3,49,76,0,1,0
20,2.49,2.62,1,6,2,4,7,8,98,73,78.99,0,1,1,1,66,0,0,1
24,2.9,3.98,0,1,0,1,4,7,74,32,96.91,4,1,1,80,17,3,0,0
21,3.85,2.89,0,1,0,2,9,1,91,87,82.19,1,1,7,74,89,4,1,1
23,3.32,3.27,2,6,0,2,3,10,43,74,91.02,1,0,7,12,9,1,1,1
24,2.78,2.25,1,7,3,0,4,4,63,7,61.49,4,1,6,55,3,3,0,0
24,2.26,3.47,0,9,3,4,3,4,89,90,55.12,3,1,6,91,100,4,1,1
24,2.52,2.54,1,4,1,0,7,9,93,25,68.81,0,0,5,16,11,1,1,0
24,3.16,2.9,3,6,2,3,2,9,99,75,69.76,3,0,6,44,52,4,1,1
24,3.44,3.77,0,3,4,0,10,3,80,34,89.31,4,0,2,52,50,0,1,0
